1964455050	neutral	a	Thundershowers plus baseball equals awwww
1965807237	fun	a	The Hangover: That movie is gonna be hilarious. wish i could see it with the crew
1963089620	worry	a	Playing some games before I leave for work   Work til at least 11PM tonight.
1964749755	hate	a	About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!
1694977396	surprise	a	@Sarah_x_ATL u mean jack barakat's?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!
1961107438	sadness	a	Ordered a new computer! Unfortunately it won't get here until the end of June.
1751540094	neutral	a	@Maariiaan hahahah yeah, you're right! Plus I'm Twitteraddict so, You'll find me here all (well almost) day most likely
1695312296	love	a	Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let's go shopping!!!
1963137092	fun	a	M.I.A?PJ?Beasties?Thievery?Volta?Bat4Lashes?BandOfHorses? I enjoy this line-up: http://bit.ly/16lUgX Too bad it's in San Fran
1693957642	happiness	a	is happy  and clean, squeaky clean
1695547208	worry	a	@HilzFuld Were have you been?
1961065494	relief	a	My son had surgery yesterday so mommy and son time won't be as long today
1960868535	sadness	a	Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.
1694438743	happiness	a	MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!
1961482249	surprise	a	@RachelSexton FRUITY PEBBLES?! What? Over Lucky Charms
1753178758	neutral	a	Watching Almost Famous with Andrew, Michael, and Yolanda
1966181827	sadness	a	@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo
1695028536	love	a	@nhoustonreed Hi!! How are you? You're an amazning actress  Greets from Slovenia
1694162235	happiness	a	morning prayer meeting  how AMAZING is the gift of prayer!!!  i'm completely buzzing this morning! In christ alone my hope is found!
1965591208	neutral	a	debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won't wanna stop
1752562939	neutral	a	You're never alone Just when you think no one cares, you realize that there' always one person you cares for you
1753275188	love	a	is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now
1958097331	sadness	a	Can't believe ER is over
1753365269	empty	a	goodnight world.... goodnight eddplant.
1751573594	enthusiasm	a	I'm really excited that I'm a Queen Bee on the Power Mom 50 List  I feel really REALLY honored. #nielsenpowermoms
1752051043	surprise	a	@nucLEAH oh yeah, that's right! thanks for reminding me
1965960373	worry	a	I got battery acid in an open wound on my index finger  Fuck, it burned so much.
1961222597	sadness	a	well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !
1695222854	sadness	a	Chilliin
1964384101	worry	a	i have a headache
1966436150	neutral	a	@Gen22 I can't blip right now!
1965947714	sadness	a	he was the reason i lived and now hes the reason im begging to die
1962319426	surprise	a	got caught in the rain outside. now im cold bbbbrrrrrrrrr
1753582870	fun	a	@katherineclare australian hardcore/metalcore scene is amazing right now. look up third strike and chelsea smile. AND BMTH IN 7 DAYS
1963971101	surprise	a	Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,
1964546186	worry	a	@Carolz_S I know McFly gonna be in Brazil  Say them hello!!!...I wanna be there
1961868061	neutral	a	@OGBERRY IDK....I'm trapped at work all day
1751716972	fun	a	@George_Mounce yes and it lasts way past my bedtime!
1960208554	worry	a	wating for the next metal gear
1965492434	worry	a	@Victoriouz tres rude VICTOR!  :\
1965998126	worry	a	Okay haileys really gone now.  everyone keep her in your prayers.
1958107531	sadness	a	My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2
1957357393	hate	a	My stomach is killing me do j can't sleep
1957645950	happiness	a	@caldjr yeh me 2
1751574419	empty	a	@maetl Doing a Rainbow and Unicorn film then?  #48hours
1753903987	worry	a	How Do You Sleep - Jesse McCartney
1957168110	worry	a	I am dying to hangout on a Friday afternoon...
1960323938	sadness	a	New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait
1965602257	happiness	a	Glad to be home I wish I could make @CBrown7785 feel better
1694051551	love	a	is gonna have an irish wedding
1752620339	neutral	a	@kimberlinax3 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. &lt;3
1752258502	neutral	a	This is about as close to Brooklyn as I usually get  This neighborhood has changed a lot in 15 years.   http://twitpic.com/4wfr4
1695251495	sadness	a	@Matt_Vega @Matt_Vega sikeeee.I'm sick *cough*
1694035916	fun	a	Watching Dr. Horrible with @Bobwieck. @jenhansen don't be mad!
1752018109	happiness	a	http://twitpic.com/4wdgr - Yay! I'm a blonde again!! I feel so girly
1961459524	hate	a	my zoids torrent crashed after 8 hours of downloading.  it was only 6% done at that time, because apparently i'm the only zoids fan ever.
1963218298	hate	a	The case for my iPod Touch is literally falling apart.  So junk
1962385637	neutral	a	@PastimeDaily   Oh dear - Boyle is staying ...
1695411416	neutral	a	at Office ready to work and waiting for Windows 7 Candidate Release - 5 May, 2009
1963214347	happiness	a	@ikklePickle haha I fail  just remember sohcahtoa xD
1750897126	happiness	a	....ok, sOooooooooo I DID that!! i've got u in the palm of my hand
1696133860	surprise	a	@Sarahbelle1414 yeah those are better ads  It makes them look part of your content rather than blatant adverts ;)
1694475373	worry	a	At LA Fitness, at work right now.....pretty busy morning
1961919848	sadness	a	doesn't get to see her fav5 today like planned
1751575434	fun	a	@hiimlianaa haha yea &quot;help&quot; (technically itz called cheating but my teacher helps us anyways so im not cheating)
1965891720	neutral	a	@whore_hay The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.
1753517381	neutral	a	@Tmptd2Touch thnx 4the support girl, ppl b like ooh u shouldn't say that, but why can't we say something that we honestly feel u know ...
1960383852	sadness	a	looking out window is depressing it is so beautiful out and I am in here
1752475420	neutral	a	PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr
1964983369	sadness	a	@smiley92 u have a lot  but the bad thing is we r gonna have finals all next week
1965214407	enthusiasm	a	im a pro at bbqing like. everyone loved my food, apart from the tesco man who said he was in a rush  mabye he didnt wanna be poisoned? idk
1963548864	worry	a	@rachaelblogs Good for you Rachel.  I have nowt
1752774068	worry	a	@KrissyKris725 well wassup than dont be scurred now! lol you'd probably like it if it came to biting!
1963225083	sadness	a	Had a relaxing day at the park in the sun. Back to work tomorrow
1961964547	worry	a	This wind is crampin' my style. I have a section of my yard that won't get any water. I'd move the sprinkler, but it's surrounded by mud.
1963582277	enthusiasm	a	last day of work  ...but everyone is making it so great!
1695766993	surprise	a	We drove  summahkayy
1965917211	sadness	a	@writeinink sure i can talk....the fabulous sex part though is out  sorry dear
1753727147	sadness	a	Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.
1750928071	relief	a	@adamdon lol, get to your bed
1965331787	neutral	a	Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!
1752796421	fun	a	just got home from church. The Service was good
1694477069	happiness	a	@IlseDeLange An elephant? LOL Try painting it from the back
1962856877	worry	a	@laurenRIOT_x it's only on in glasgow
1961877434	love	a	@carinacani DAMN @-) That's a lot of messages from him @-) HOW SWEET. :&quot;&gt; And yeah, sayang
1961108587	happiness	a	just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had
1965580603	fun	a	I need to look at apartments tomorrow
1695731316	happiness	a	Time for school  i'm feelin good.. 5 AM jogs do good. ~aloha
1961035128	worry	a	5 hours to go and no football again for me
1753566708	happiness	a	Home from work. A few hours of sleep then putting some miles on the new bike.
1694069083	happiness	a	morning! just got my coffee
1962919947	sadness	a	i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.
1957654739	sadness	a	sad day!!!!! Love you Maï¿½ (8 years ago!)
1960328802	sadness	a	@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !
1957376288	worry	a	I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will
1963946477	worry	a	Does anyone know how to scale a pic down I'm trying to change my pic but all my pics r 2 big n I keep cropping them...HELP
1965326932	worry	a	@JYBeliever sore throat (like hurts to swallow) runny nose and constant sneezing
1958054210	worry	a	is having brain blockage in musical thoughts
1964009656	hate	a	good 1km visible shot of TD one shows total decoupling of the low and mid level centers....this system is DEAD!! Waiting for the next one
1957152425	worry	a	closeness or distance? closeness... but now everything seems so distant...
1963235457	empty	a	no bbq today  i guess a mini calippo will have to suffice
1751288558	love	a	@BluJazmin21 I'm sure its very cute.
1695883277	love	a	@AndreaNBC13HD Proud 17-year-old here that loves The Carpenters!!!
1753218521	worry	a	@iantalbot It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning
1963478054	enthusiasm	a	wishes she was in Boston for DMB
1753650268	love	a	&quot;I can givee you anything but lovee&quot; - Daniel Schuhmacher
1956987904	worry	a	I can't sleep...I keep thinking about the puppy I played with today
1962890898	worry	a	@zeldman For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q
1753568848	surprise	a	@TiffanyDow well I hovered over the button LOL NOT - sleep well Tiff and you are welcome
1753887094	neutral	a	@21five would love to hear all of this from a Nokia perspective...
1958126037	love	a	I miss @abhorredlife so much  I wish I had enough money to be with him again
1694294189	sadness	a	@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg
1694954015	sadness	a	in 1st period. i hate this class. can't wait until i'm home!!!!!!!!!  i'll b the happiest person in the world wen i'm home!!!
1965383886	sadness	a	is bored at work
1965219493	worry	a	Damn if there is anytime I need my car... its now! Dammit
1751177487	worry	a	@mattmoreno I really like miller park too  too bad the cubs aren't leading, hopefully they can get it together soon
1751610212	happiness	a	@aprilllllx hey girlie!!!
1694185054	neutral	a	@chirstey Gratiss
1751036522	sadness	a	we did what we had to do
1752723099	sadness	a	@dailypep I'm sure I will cry at the most unopportunte (spelling?) moment!!
1962174894	sadness	a	LA unified summer schools drastically cut due to CA budget  cuts. Very sad
1695409337	happiness	a	@PHILIPGRANGER Thanks for the follow! (raises hand) I am
1694349250	fun	a	Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?
1750894395	worry	a	Packing for Florida  What's the liquids in a carry-on rule - 3 or 4 oz? Haven't flown in over a year
1752918085	neutral	a	im talking about twitter some more
1695582976	neutral	a	@danbimrose That's more than ok. Personally I'm very good in doing nothing
1694072456	worry	a	@LILELLAY i am! lol its just i got used 2 talkin 2 ya..!
1752962692	neutral	a	@JackAllTimeLow wow. you guys get better every time i see you...come back to chicago soon! chicken cutlet
1960520265	sadness	a	@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.
1964782707	sadness	a	Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly
1694108923	neutral	a	Has just finished uploading my latest chap  Finally! Now, off to watch the new HappySlip vid :3
1961094015	sadness	a	i feel like shit
1694705306	fun	a	@JohnLauber @RealtyMan no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!
1966070680	sadness	a	Got rocks. And found my car got birdied this evening.
